ingredients,t_ingredient_name,normalized_name
(調味料)甜麵醬,甜麵醬,黃豆
(調味料)豆瓣醬,豆瓣醬,豆瓣醬
(調味料)醬油,醬油,醬油
(調味料)糖,糖,糖
絹豆腐或板豆腐,絹豆腐或板豆腐,黃豆
醬油,醬油,醬油
黑糖,黑糖,糖
五香粉,五香粉,五香粉
水,水,水
鹽巴,鹽巴,鹽
油蔥酥,油蔥酥,油蔥酥
蔥花,蔥花,蔥
玉米醬,玉米醬,玉米
火腿,火腿,豬肉
中筋麵粉,中筋麵粉,麵粉
蛋,蛋,雞蛋
水,水,水
塩,塩,鹽
胡椒粉,胡椒粉,胡椒
有機黃豆-不用浸泡,有機黃豆-不用浸泡,黃豆
鹽鹵或石膏粉,鹽鹵或石膏粉,鹽鹵
絞肉,絞肉,豬肉
豆腐,豆腐,豆腐
蛋白,蛋白,雞蛋
香油,香油,芝麻油
醬油,醬油,醬油
白胡椒,白胡椒,白胡椒
塩,塩,鹽
太白粉,太白粉,太白粉
蝦仁,蝦仁,蝦
洋蔥,洋蔥,洋蔥
四季豆,四季豆,四季豆
高麗菜,高麗菜,高麗菜
紅蘿蔔,紅蘿蔔,紅蘿蔔
起司,起司,起司
九層塔,九層塔,九層塔
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
義大利麵,義大利麵,義大利麵
馬鈴薯,馬鈴薯,馬鈴薯
義大利香料,義大利香料,香料
奶油,奶油,奶油
雞蛋,雞蛋,雞蛋
蔥花,蔥花,蔥
雞胸肉,雞胸肉,雞肉
小黃瓜,小黃瓜,小黃瓜
花生,花生,花生
醬油,醬油,醬油
酒,酒,酒
太白粉,太白粉,太白粉
去骨雞腿,去骨雞腿,雞腿肉
薑,薑,薑
九層塔,九層塔,九層塔
麻油,麻油,芝麻油
水,水,水
糖,糖,糖
醬油,醬油,醬油
酒,酒,酒
塩,塩,鹽
板豆腐,板豆腐,豆腐
蔥,蔥,蔥
薑,薑,薑
糖,糖,糖
醬油,醬油,醬油
水,水,水
鹽,鹽,鹽
馬鈴薯大,馬鈴薯大,馬鈴薯
培根,培根,培根
蒜味胡椒塩,蒜味胡椒塩,胡椒
海苔粉,海苔粉,海苔
麵條,麵條,麵條
紅蘿蔔,紅蘿蔔,紅蘿蔔
韭菜,韭菜,韭菜
木耳,木耳,木耳
油,油,食用油
香菇素蠔油,香菇素蠔油,蠔油
醬油,醬油,醬油
紹興酒,紹興酒,米酒
干貝,干貝,干貝
蝦子,蝦子,蝦
蘆筍,蘆筍,蘆筍
蟹肉棒,蟹肉棒,蟹肉棒
蝦卵,蝦卵,蝦卵
醋飯,醋飯,米
海苔絲,海苔絲,海苔
培根,培根,培根
洋蔥,洋蔥,洋蔥
起司片,起司片,起司
黑胡椒可不加,黑胡椒可不加,黑胡椒
雞胸肉,雞胸肉,雞肉
乾辣椒,乾辣椒,辣椒
青蔥,青蔥,蔥
蒜味辣花生,蒜味辣花生,花生
蒜頭,蒜頭,蒜
米酒,米酒,米酒
醬油,醬油,醬油
米酒,米酒,米酒
味霖,味霖,味醂
太白粉,太白粉,太白粉
培根,培根,培根
蛋,蛋,雞蛋
哈達土司,哈達土司,麵粉
磨菇,磨菇,磨菇
洋蔥,洋蔥,洋蔥
乳酪,乳酪,乳酪
香菇薄醬油,香菇薄醬油,大豆
大燕麥片,大燕麥片,燕麥片
堅果依喜好,堅果依喜好,堅果
牛奶,牛奶,牛奶
麵粉,麵粉,麵粉
水,水,水
鹽,鹽,鹽
蛋,蛋,雞蛋
板豆腐,板豆腐,豆腐
洋蔥,洋蔥,洋蔥
醬油,醬油,醬油
味啉,味啉,稻米
清酒,清酒,清酒
泡麵,泡麵,小麥
CP鮮蝦雲吞調味包,CP鮮蝦雲吞調味包,蝦
薑,薑,薑
蔥,蔥,蔥
炒蝦仁,炒蝦仁,蝦仁
梅花肉切塊,梅花肉切塊,豬肉
蔥,蔥,蔥
味噌,味噌,味噌
醬油,醬油,醬油
酒,酒,酒
味醂,味醂,味醂
糖,糖,糖
蒜泥,蒜泥,蒜
海帶芽泡水,海帶芽泡水,海帶芽
紅蘿蔔刨絲,紅蘿蔔刨絲,紅蘿蔔
自醃嫩薑片可有可無,自醃嫩薑片可有可無,薑
香菜切末,香菜切末,香菜
【調味料】松露醬油,【調味料】松露醬油,黃豆
玫瑰鹽,玫瑰鹽,鹽
韓國料理糖or米霖香油,韓國料理糖or米霖香油,食用油
烏醋,烏醋,烏醋
【撒料】白芝麻,【撒料】白芝麻,芝麻
蒸熟南瓜,蒸熟南瓜,南瓜
熱鮮奶或豆漿,熱鮮奶或豆漿,牛奶
黑糖,黑糖,糖
燕麥,燕麥,燕麥
肉桂粉,肉桂粉,肉桂粉
豬絞肉,豬絞肉,豬肉
九層塔,九層塔,九層塔
大番茄一顆,大番茄一顆,番茄
辣椒一條依口味,辣椒一條依口味,辣椒
蒜末,蒜末,蒜
米酒,米酒,米酒
醬油,醬油,醬油
魚露,魚露,魚露
糖,糖,糖
檸檬汁,檸檬汁,檸檬
豬絞肉,豬絞肉,豬肉
板豆腐,板豆腐,豆腐
蔥花蒜末,蔥花蒜末,蔥
醬油鹽糖,醬油鹽糖,黃豆
太白粉水,太白粉水,太白粉
豬肉片,豬肉片,豬肉
九層塔,九層塔,九層塔
小番茄,小番茄,番茄
蒜末,蒜末,蒜
［醬料］醬油,［醬料］醬油,醬油
［醬料］魚露,［醬料］魚露,魚
［醬料］糖,［醬料］糖,糖
米酒,米酒,米酒
新鮮健康豬肉,新鮮健康豬肉,豬肉
本土洋蔥,本土洋蔥,洋蔥
醬油,醬油,醬油
冰糖,冰糖,糖
香菜,香菜,香菜
蛋豆腐或板豆腐,蛋豆腐或板豆腐,雞蛋
青蔥,青蔥,蔥
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
豬絞肉,豬絞肉,豬肉
醬油,醬油,醬油
醬油膏,醬油膏,醬油膏
糖,糖,糖
鹽,鹽,鹽
水,水,水
鮭魚片,鮭魚片,鮭魚
米酒,米酒,米酒
玫瑰鹽,玫瑰鹽,鹽
黑胡椒,黑胡椒,黑胡椒
迷迭香,迷迭香,迷迭香
豬五花切片,豬五花切片,豬肉
洋蔥切絲,洋蔥切絲,洋蔥
蒜頭拍扁,蒜頭拍扁,蒜頭
九層塔,九層塔,九層塔
白陰油,白陰油,食用油
素蠔油,素蠔油,蠔油
清水,清水,水
米酒,米酒,米酒
胡椒鹽,胡椒鹽,鹽
砂糖,砂糖,糖
【麵糊】牛奶,【麵糊】牛奶,牛奶
【麵糊】水,【麵糊】水,麵粉
【麵糊】奶油,【麵糊】奶油,奶油
【麵糊】糖,【麵糊】糖,糖
【麵糊】鹽,【麵糊】鹽,鹽
【麵糊】低筋麵粉,【麵糊】低筋麵粉,麵粉
【麵糊】全蛋,【麵糊】全蛋,蛋
【內餡】糖,【內餡】糖,糖
【內餡】蛋,【內餡】蛋,蛋
【內餡】玉米粉,【內餡】玉米粉,玉米粉
【內餡】低筋麵粉,【內餡】低筋麵粉,麵粉
【內餡】可可粉,【內餡】可可粉,可可粉
【內餡】牛奶,【內餡】牛奶,牛奶
【內餡】奶油,【內餡】奶油,奶油
韭菜,韭菜,韭菜
蒜,蒜,蒜
白芝麻,白芝麻,芝麻
鰹魚醬油,鰹魚醬油,鰹魚
涼開水,涼開水,水
醬油膏,醬油膏,醬油膏
糖,糖,糖
香油,香油,芝麻油
蒜末,蒜末,蒜
白蝦,白蝦,蝦
鹽,鹽,鹽
牛肉片,牛肉片,牛肉
洋蔥,洋蔥,洋蔥
蛋,蛋,雞蛋
糖,糖,糖
醬油,醬油,醬油
味醂,味醂,味醂
米酒,米酒,米酒
透抽,透抽,透抽
韭菜花,韭菜花,韭菜花
薑,薑,薑
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
蠔油,蠔油,蠔油
米酒,米酒,米酒
有機油豆腐,有機油豆腐,食用油
香菜末,香菜末,香菜
醬油膏,醬油膏,醬油膏
白醋,白醋,白醋
香油,香油,芝麻油
蕃茄醬,蕃茄醬,番茄醬
辣椒末,辣椒末,辣椒
蒜頭,蒜頭,蒜
保鮮盒,保鮮盒,非食材
雞蛋,雞蛋,雞蛋
生香菇,生香菇,香菇
火腿片,火腿片,火腿
韭菜,韭菜,韭菜
鹽,鹽,鹽
吐司邊,吐司邊,小麥
牛奶巧克力,牛奶巧克力,牛奶
碎花生,碎花生,花生
大白菜,大白菜,大白菜
白蘿蔔,白蘿蔔,白蘿蔔
乾香菇,乾香菇,香菇
薑絲,薑絲,薑
冷凍碗豆,冷凍碗豆,碗豆
小雞腿,小雞腿,雞肉
玫瑰露或米酒,玫瑰露或米酒,米
鹽,鹽,鹽
麻油,麻油,芝麻油
黑胡椒粉,黑胡椒粉,胡椒粉
水,水,水
米,米,米
薑片,薑片,薑
醬油,醬油,醬油
麻油,麻油,芝麻油
海鹽,海鹽,鹽
玫瑰露或米酒,玫瑰露或米酒,米
薑絲,薑絲,薑
太白粉,太白粉,太白粉
黑胡椒粉,黑胡椒粉,胡椒粉
熟餅皮Tortillas,熟餅皮Tortillas,麵粉
雪菜,雪菜,雪菜
豬絞肉,豬絞肉,豬肉
冬粉,冬粉,冬粉
五香豆干,五香豆干,豆干
白飯,白飯,米飯
香油,香油,芝麻油
胡椒鹽,胡椒鹽,鹽
醬油,醬油,醬油
馬鈴藷（刨絲）,馬鈴藷,馬鈴薯
蛋,蛋,雞蛋
麵粉,麵粉,麵粉
鹽,鹽,鹽
青江菜,青江菜,青江菜
熱狗,熱狗,熱狗
米,米,米
水,水,水
高湯,高湯,高湯
鹽高湯略,鹽高湯略,肉類
黑胡椒粉高湯略,黑胡椒粉高湯略,雞肉
土司,土司,麵粉
家樂氏SpecialK香脆麥米片,家樂氏SpecialK香脆麥米片,麥
雞蛋,雞蛋,雞蛋
小黃瓜絲,小黃瓜絲,小黃瓜
鮪魚罐頭,鮪魚罐頭,鮪魚
玉米粒,玉米粒,玉米
美奶滋,美奶滋,美乃滋
雞胸肉,雞胸肉,雞肉
洋蔥,洋蔥,洋蔥
青蔥,青蔥,蔥
辣椒,辣椒,辣椒
蒜末,蒜末,蒜
醬油膏,醬油膏,醬油膏
米酒,米酒,米酒
香油,香油,芝麻油
白胡椒,白胡椒,白胡椒
糖,糖,糖
太白粉,太白粉,太白粉
馬鈴薯,馬鈴薯,馬鈴薯
蛋,蛋,雞蛋
培根,培根,培根
洋蔥切丁,洋蔥切丁,洋蔥
鹽,鹽,鹽
楜椒,楜椒,楜椒
義大利麵,義大利麵,義大利麵
蒜頭末,蒜頭末,蒜頭
辣椒末,辣椒末,辣椒
鹽,鹽,鹽
奶油,奶油,奶油
洋蔥末,洋蔥末,洋蔥
蘆筍,蘆筍,蘆筍
甜椒,甜椒,甜椒
蘑菇,蘑菇,蘑菇
去骨雞腿,去骨雞腿,雞腿肉
醬油,醬油,醬油
米酒,米酒,米酒
檸檬汁,檸檬汁,檸檬
糯米椒,糯米椒,糯米椒
雞胸肉,雞胸肉,雞肉
豆鼓,豆鼓,黃豆
紅辣椒,紅辣椒,辣椒
蒜頭,蒜頭,蒜
西瓜皮,西瓜皮,西瓜
乾香菇,乾香菇,香菇
杏仁條,杏仁條,杏仁
白芝麻,白芝麻,芝麻
薑絲,薑絲,薑
鹽,鹽,鹽
香油,香油,芝麻油
家樂氏SpecialK香脆麥米片,家樂氏SpecialK香脆麥米片,麥
可可粉沖泡包,可可粉沖泡包,可可豆
石斑魚,石斑魚,石斑魚
蔥,蔥,蔥
辣椒,辣椒,辣椒
青花菜,青花菜,青花菜
蕃茄醬,蕃茄醬,番茄醬
醬油,醬油,醬油
水,水,水
糖,糖,糖
鹽,鹽,鹽
油,油,食用油
小黃瓜,小黃瓜,小黃瓜
醬油,醬油,醬油
冰糖,冰糖,糖
白醋,白醋,白醋
甘草粉,甘草粉,甘草
帶皮五花肉,帶皮五花肉,五花肉
鳳梨,鳳梨,鳳梨
蔥,蔥,蔥
蒜頭,蒜頭,蒜
醬油,醬油,醬油
冰糖,冰糖,糖
米酒,米酒,米酒
水,水,水
牛番茄,牛番茄,番茄
皮蛋,皮蛋,皮蛋
洋蔥,洋蔥,洋蔥
香菜,香菜,香菜
辣椒,辣椒,辣椒
初榨橄欖油,初榨橄欖油,食用油
鹽巴,鹽巴,鹽
糖,糖,糖
白醋,白醋,白醋
魚露,魚露,魚露
芝司樂煙燻起司片,芝司樂煙燻起司片,起司
雞蛋,雞蛋,雞蛋
蕃茄丁,蕃茄丁,蕃茄
小黃瓜薄片,小黃瓜薄片,小黃瓜
黑胡椒,黑胡椒,黑胡椒
鹽,鹽,鹽
五花肉薄片,五花肉薄片,豬肉
洋蔥,洋蔥,洋蔥
蒜,蒜,蒜
醬油,醬油,醬油
黃酒或米酒,黃酒或米酒,米
西洋芹,西洋芹,西洋芹
胡蘿蔔,胡蘿蔔,紅蘿蔔
玉米筍,玉米筍,玉米筍
大蒜,大蒜,蒜
橄欖油,橄欖油,橄欖油
胡椒鹽,胡椒鹽,鹽
迷迭香,迷迭香,迷迭香
白飯,白飯,米飯
味附海苔,味附海苔,海苔
蟹棒,蟹棒,魚肉
起司片,起司片,起司
其他配菜或水果,其他配菜或水果,蔬菜
甜玉米,甜玉米,玉米
排骨酥,排骨酥,豬肉
黑巧克力磚,黑巧克力磚,可可豆
SpecialK香脆麥米片原味,SpecialK香脆麥米片原味,穀物
葡萄乾,葡萄乾,葡萄乾
蔓越莓乾,蔓越莓乾,蔓越莓
養樂多,養樂多,牛奶
煉乳,煉乳,煉乳
檸檬,檸檬,檸檬
SpecialK原味香脆麥米片,SpecialK原味香脆麥米片,穀物
裸麥麵粉,裸麥麵粉,裸麥
高筋麵粉,高筋麵粉,麵粉
食用小蘇打粉,食用小蘇打粉,小蘇打粉
牛蒡,牛蒡,牛蒡
紅蘿蔔,紅蘿蔔,紅蘿蔔
辣椒絲,辣椒絲,辣椒
柴魚醬油,柴魚醬油,柴魚
橄欖油,橄欖油,橄欖油
水,水,水
九層塔無梗,九層塔無梗,九層塔
小黃瓜,小黃瓜,小黃瓜
豆腐,豆腐,豆腐
梅花肉絲,梅花肉絲,豬肉
柴魚粉,柴魚粉,柴魚粉
醬油,醬油,醬油
辣豆瓣醬,辣豆瓣醬,豆瓣醬
醬油,醬油,醬油
米酒,米酒,米酒
水,水,水
二砂糖,二砂糖,糖
梅花豬肉,梅花豬肉,豬肉
葡萄乾,葡萄乾,葡萄乾
SpecialK香脆麥米片,SpecialK香脆麥米片,米
鮮奶,鮮奶,牛奶
雞蛋,雞蛋,雞蛋
鮮奶,鮮奶,牛奶
花椰菜,花椰菜,花椰菜
鹽,鹽,鹽
起司,起司,起司
橄欖油,橄欖油,橄欖油
統一肉燥麵,統一肉燥麵,豬肉
好菇道雪白菇,好菇道雪白菇,雪白菇
好菇道鴻喜菇,好菇道鴻喜菇,鴻喜菇
紅蘿蔔片,紅蘿蔔片,紅蘿蔔
梅花肉,梅花肉,豬肉
市售火鍋魚餃,市售火鍋魚餃,魚肉
香菜,香菜,香菜
肉燥麵胡椒鹽包,肉燥麵胡椒鹽包,豬肉
肉燥包,肉燥包,豬肉
家樂氏SpecialK香脆麥米片,家樂氏SpecialK香脆麥米片,麥
芒果,芒果,芒果
美生菜,美生菜,美生菜
雞蛋,雞蛋,雞蛋
蕃茄醬,蕃茄醬,番茄醬
鮪魚,鮪魚,鮪魚
家樂氏SpecialK香脆麥米片,家樂氏SpecialK香脆麥米片,麥
水蜜桃罐頭,水蜜桃罐頭,水蜜桃
鳳梨罐頭,鳳梨罐頭,鳳梨
藍莓果醬,藍莓果醬,藍莓
土司,土司,麵粉
美奶滋,美奶滋,美乃滋
SpecialK原味麥米片,SpecialK原味麥米片,麥
鮮奶油,鮮奶油,鮮奶油
牛奶,牛奶,牛奶
砂糖,砂糖,糖
芋頭泥,芋頭泥,芋頭
吉利丁,吉利丁,吉利丁
檸檬原汁冰塊,檸檬原汁冰塊,檸檬
金桔,金桔,金桔
紅茶包建議用利頓紅茶包,紅茶包建議用利頓紅茶包,茶葉
黑糖,黑糖,糖
低筋麵粉,低筋麵粉,麵粉
糖,糖,糖
可可粉,可可粉,可可粉
雞蛋,雞蛋,雞蛋
油,油,食用油
鮮奶,鮮奶,牛奶
長絲瓜,長絲瓜,絲瓜
魚漿,魚漿,魚
豬絞肉,豬絞肉,豬肉
芹菜或香菜,芹菜或香菜,芹菜
乾香菇,乾香菇,香菇
黑胡椒粒或白胡椒粉,黑胡椒粒或白胡椒粉,胡椒
新鮮蝦仁,新鮮蝦仁,蝦仁
美白菇,美白菇,菇
柳松菇,柳松菇,柳松菇
豆腐,豆腐,豆腐
薑,薑,薑
油,油,食用油
鹽,鹽,鹽
雞蛋,雞蛋,雞蛋
火腿,火腿,豬肉
毛豆,毛豆,黃豆
蝦仁,蝦仁,蝦
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
排骨肉,排骨肉,豬肉
豆豉,豆豉,豆豉
調味酒醬油胡椒粉香油,調味酒醬油胡椒粉香油,食用油
蔥末,蔥末,蔥
太白粉或玉米粉,太白粉或玉米粉,玉米
韭菜花,韭菜花,韭菜花
皮蛋,皮蛋,皮蛋
蒜頭,蒜頭,蒜
紅辣椒,紅辣椒,辣椒
砂糖,砂糖,糖
鮮雞粉,鮮雞粉,雞肉
香油,香油,芝麻油
豬五花,豬五花,豬肉
蒜苗,蒜苗,蒜苗
蠔油,蠔油,蠔油
蒜末,蒜末,蒜
薑末,薑末,薑
米酒,米酒,米酒
辣椒,辣椒,辣椒
豬腰肉片,豬腰肉片,豬肉
蔥,蔥,蔥
老薑,老薑,薑
蒜頭,蒜頭,蒜
米酒,米酒,米酒
香油,香油,芝麻油
味全淬釀醬油露,味全淬釀醬油露,黃豆
米霖,米霖,米
芥菜,芥菜,芥菜
豆包,豆包,豆包
薑,薑,薑
鹽,鹽,鹽
雞粉,雞粉,雞粉
葵花油,葵花油,食用油
巷口乾麵,巷口乾麵,麵粉
苦瓜,苦瓜,苦瓜
竹筍絲,竹筍絲,竹筍
黑木耳絲,黑木耳絲,木耳
青蔥段,青蔥段,蔥
小白菜段,小白菜段,小白菜
麻醬乾麵附,麻醬乾麵附,芝麻
雞粉,雞粉,雞粉
糖,糖,糖
水,水,水
鹽,鹽,鹽
糖,糖,糖
梅粉,梅粉,梅子
梅子,梅子,梅子
全麥皮,全麥皮,小麥
小黃瓜絲,小黃瓜絲,小黃瓜
美生菜,美生菜,美生菜
紫包心菜,紫包心菜,紫包心菜
SpecialK,SpecialK,穀物
喜愛的水果,喜愛的水果,水果
堅果,堅果,堅果
芝麻,芝麻,芝麻
水果醋,水果醋,水果
無糖優格,無糖優格,優格
苜素芽,苜素芽,苜蓿芽
碗豆苗,碗豆苗,碗豆
馬鈴薯3顆,馬鈴薯3顆,馬鈴薯
焗烤起司,焗烤起司,起司
奶油奶酪,奶油奶酪,牛奶
鮮奶油,鮮奶油,鮮奶油
鹽,鹽,鹽
黑胡椒粉,黑胡椒粉,胡椒粉
洋香菜葉,洋香菜葉,洋香菜葉
美洲南瓜,美洲南瓜,南瓜
蒜,蒜,蒜
白胡椒,白胡椒,白胡椒
豬絞肉,豬絞肉,豬肉
麵條,麵條,麵條
洋蔥,洋蔥,洋蔥
蔥,蔥,蔥
醬油,醬油,醬油
醬油膏,醬油膏,醬油膏
辣豆瓣醬,辣豆瓣醬,豆瓣醬
豬絞肉,豬絞肉,豬肉
豆腐,豆腐,豆腐
蒜頭,蒜頭,蒜
蔥,蔥,蔥
太白粉,太白粉,太白粉
醬油,醬油,醬油
豆瓣醬,豆瓣醬,豆瓣醬
素蠔油,素蠔油,蠔油
辣椒醬,辣椒醬,辣椒醬
黑胡椒粉,黑胡椒粉,胡椒粉
花椒粉,花椒粉,花椒粉
SpecialK玉米脆片原味,SpecialK玉米脆片原味,玉米
冰淇淋,冰淇淋,牛奶
馬鈴薯,馬鈴薯,馬鈴薯
洋蔥,洋蔥,洋蔥
冷凍毛豆,冷凍毛豆,毛豆
火腿,火腿,豬肉
麵粉,麵粉,麵粉
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
豬絞肉,豬絞肉,豬肉
橄欖油,橄欖油,橄欖油
蒜頭泥,蒜頭泥,蒜頭
紅辣椒,紅辣椒,辣椒
雞翅,雞翅,雞翅
白芝麻,白芝麻,芝麻
檸檬片,檸檬片,檸檬
白酒,白酒,酒
醬油,醬油,醬油
蜂蜜,蜂蜜,蜂蜜
荷蘭豆,荷蘭豆,荷蘭豆
蒜茸,蒜茸,蒜
醬油,醬油,醬油
魚露,魚露,魚露
蠔油,蠔油,蠔油
糖,糖,糖
水,水,水
香油,香油,芝麻油
牛五花肉片豬肉也行,牛五花肉片豬肉也行,牛肉
洋蔥,洋蔥,洋蔥
大蒜,大蒜,蒜
空心菜,空心菜,空心菜
無防腐劑油膏怕死,無防腐劑油膏怕死,醬油
粗黑胡椒,粗黑胡椒,胡椒
青蔥,青蔥,蔥
【冰淇淋配方】牛奶,【冰淇淋配方】牛奶,牛奶
【冰淇淋配方】鮮奶油,【冰淇淋配方】鮮奶油,鮮奶油
【冰淇淋配方】煉乳,【冰淇淋配方】煉乳,牛奶
【製冰器】粗鹽,【製冰器】粗鹽,鹽
【製冰器】冰塊,【製冰器】冰塊,水
天使細麵,天使細麵,麵粉
去骨雞腿肉,去骨雞腿肉,雞肉
四季豆,四季豆,四季豆
紅蔥頭,紅蔥頭,紅蔥頭
香菜莖,香菜莖,香菜
泰式紅咖哩,泰式紅咖哩,蝦
原味優格,原味優格,牛奶
檸檬皮蓉,檸檬皮蓉,檸檬
開水,開水,水
蝴蝶結義大利麵,蝴蝶結義大利麵,麵粉
鹽,鹽,鹽
橄欖油,橄欖油,橄欖油
大蒜,大蒜,蒜
花椰菜,花椰菜,花椰菜
洋蔥,洋蔥,洋蔥
新鮮起司,新鮮起司,起司
研磨胡椒,研磨胡椒,胡椒
五花肉,五花肉,豬肉
【蒜泥】醬油膏,【蒜泥】醬油膏,醬油
【蒜泥】烏醋,【蒜泥】烏醋,米
【蒜泥】冷開水,【蒜泥】冷開水,蒜頭
【蒜泥】蒜泥,【蒜泥】蒜泥,蒜
【蒜泥】麻油,【蒜泥】麻油,食用油
檸檬汁,檸檬汁,檸檬
香菜,香菜,香菜
豬後腿肉絲,豬後腿肉絲,豬肉
子薑,子薑,薑
辣椒,辣椒,辣椒
蔥,蔥,蔥
香油,香油,芝麻油
太白粉,太白粉,太白粉
雞的腰內肉,雞的腰內肉,雞肉
日式照燒烤肉醬,日式照燒烤肉醬,黃豆
洋蔥,洋蔥,洋蔥
紅、黃甜椒,紅、黃甜椒,甜椒
可頌麵包Croissants,可頌麵包Croissants,奶油
鮪魚罐頭,鮪魚罐頭,鮪魚
玉米粒,玉米粒,玉米
芹菜,芹菜,芹菜
美奶滋,美奶滋,美乃滋
黑胡椒,黑胡椒,黑胡椒
雞腿,雞腿,雞腿
女兒紅（紹興酒）,女兒紅,稻米
鹽巴,鹽巴,鹽
雞高湯,雞高湯,高湯
新鮮蛤蜊,新鮮蛤蜊,蛤蜊
吐沙,吐沙,貝類
蒜頭,蒜頭,蒜
切片,切片,切片
青蔥,青蔥,蔥
奶油,奶油,奶油
便利商店玉米濃湯即飲杯,便利商店玉米濃湯即飲杯,雞肉
SpecialK原味,SpecialK原味,穀物
小黃瓜,小黃瓜,小黃瓜
蛋,蛋,雞蛋
塩,塩,鹽
桂冠芙蓉豆腐,桂冠芙蓉豆腐,豆腐
芒果,芒果,芒果
檸檬,檸檬,檸檬
苜蓿芽,苜蓿芽,苜蓿芽
桂冠沙拉醬,桂冠沙拉醬,雞蛋
砂糖,砂糖,糖
擺盤裝飾用薄荷葉,擺盤裝飾用薄荷葉,薄荷葉
乾香菇,乾香菇,香菇
高麗菜,高麗菜,高麗菜
紅蘿蔔,紅蘿蔔,紅蘿蔔
醬油,醬油,醬油
胡椒粉,胡椒粉,胡椒
蝦米,蝦米,蝦
五花肉,五花肉,豬肉
白米,白米,米
鹽,鹽,鹽
高麗菜,高麗菜,高麗菜
花生,花生,花生
日式胡麻醬,日式胡麻醬,胡麻醬
海苔絲,海苔絲,海苔
大干貝,大干貝,干貝
油奶,油奶,牛奶
橄欖油,橄欖油,橄欖油
檸檬汁,檸檬汁,檸檬
水蜜桃,水蜜桃,桃子
透抽,透抽,透抽
鯛魚片,鯛魚片,鯛魚
黑胡椒,黑胡椒,黑胡椒
鹽,鹽,鹽
九層塔,九層塔,九層塔
雞蛋,雞蛋,雞蛋
鹽,鹽,鹽
馬鈴薯,馬鈴薯,馬鈴薯
岩鹽任何鹽皆可,岩鹽任何鹽皆可,鹽
綜合香料,綜合香料,香料
大蒜粉,大蒜粉,大蒜
奶油,奶油,奶油
麻婆豆腐調理包,麻婆豆腐調理包,豬肉
花椒,花椒,花椒
西洋芹,西洋芹,西洋芹
蒜泥／蒜末,蒜泥／蒜末,蒜
鹽巴,鹽巴,鹽
香油,香油,芝麻油
調味料,調味料,食用油
嫩葉萵苣大陸妹,嫩葉萵苣大陸妹,萵苣
金鉤蝦醬,金鉤蝦醬,蝦
熊貓蠔油,熊貓蠔油,蠔
醬油,醬油,醬油
辣香醋,辣香醋,醋
吐司,吐司,吐司
果糖,果糖,玉米
中筋麵粉,中筋麵粉,麵粉
黑糖,黑糖,糖
無糖可可粉,無糖可可粉,可可粉
鹽,鹽,鹽
油菜籽油可換成蔬菜油或奶油,油菜籽油可換成蔬菜油或奶油,奶油
開水可換成牛奶或咖啡,開水可換成牛奶或咖啡,牛奶
烹飪用黑巧克力,烹飪用黑巧克力,食用油
棉花糖,棉花糖,玉米
市售蛋塔皮,市售蛋塔皮,雞蛋
豆干,豆干,黃豆
蒜末,蒜末,蒜
蔥花,蔥花,蔥
辣椒,辣椒,辣椒
醬油,醬油,醬油
烏醋,烏醋,烏醋
砂糖,砂糖,糖
香油,香油,芝麻油
火鍋肉片,火鍋肉片,肉片
洋蔥絲,洋蔥絲,洋蔥
黑胡椒,黑胡椒,黑胡椒
味全淬釀醬油露,味全淬釀醬油露,黃豆
小黃瓜,小黃瓜,小黃瓜
鵝胗,鵝胗,鵝肉
蒜頭末,蒜頭末,蒜頭
鹽巴,鹽巴,鹽
絞肉,絞肉,豬肉
洋蔥,洋蔥,洋蔥
蒜頭,蒜頭,蒜
蕃茄醬,蕃茄醬,番茄醬
奶油,奶油,奶油
水,水,水
胡椒粉,胡椒粉,胡椒
胡椒粒,胡椒粒,胡椒
義大利香料,義大利香料,香料
牛奶,牛奶,牛奶
棉花糖,棉花糖,玉米
苦甜巧克力,苦甜巧克力,食用油
綜合穀粒,綜合穀粒,穀物
蛋液,蛋液,雞蛋
細砂糖,細砂糖,糖
instant酵母粉,instant酵母粉,酵母
鹽,鹽,鹽
天然小麥蛋白粉,天然小麥蛋白粉,小麥
高筋麵粉,高筋麵粉,麵粉
雞蛋,雞蛋,雞蛋
康寶玉米濃湯,康寶玉米濃湯,玉米
白飯,白飯,米飯
水,水,水
雞蛋,雞蛋,雞蛋
雞胸肉,雞胸肉,雞肉
鮮奶,鮮奶,牛奶
優格,優格,牛奶
悶燒鍋,悶燒鍋,
食物用溫度計,食物用溫度計,
豆腐,豆腐,豆腐
絞肉,絞肉,豬肉
蒜末,蒜末,蒜
薑末,薑末,薑
蔥花,蔥花,蔥
辣豆瓣醬,辣豆瓣醬,豆瓣醬
花椒粉,花椒粉,花椒粉
米酒,米酒,米酒
醬油,醬油,醬油
水,水,水
糖,糖,糖
大白粉,大白粉,澱粉
糯米粉,糯米粉,糯米粉
水,水,水
細砂糖,細砂糖,糖
太白粉,太白粉,太白粉
草莓,草莓,草莓
糯米粉,糯米粉,糯米粉
水,水,水
