ingredients,Unit,Grams_Per_Unit
碎乾干貝,顆,3.0
蛋黃,公顆,0.0
帶皮檸檬,個,100.0
帶皮香吉士,個,75.0
鯉魚,一尾,1000.0
人蔘片,片,0.8
帕梅善乾乳酪,湯匙,9.0
B.香菜,根,7.0
雪裡紅罐頭,罐,370.0
白鰻,尾,350.0
南瓜,片,75.0
美奶茲,小包,20.0
脆皮雞排,塊,200.0
冷凍綜合蔬菜,包,400.0
西生菜,份,150.0
茄子,公克（2條）,1.0
市售滷豬脳,圈,150.0
蟹肉丸,粒,20.0
3.黃椒,個,180.0
紫蘇清香滷包,個,65.0
玉米荀,根,200.0
A.虱目魚片,片,30.0
A.鯖魚,片,150.0
鬚苣,顆,4.0
雞翅腿,支,80.0
新鮮芒果,個,300.0
鹹雞蛋黃,顆,18.0
沙拉油,c.c,1.0
老油條,條,60.0
燕餃,個,15.0
豌豆夾,片,10.0
A.紅蕃茄,個,120.0
水,∼5杯,240.0
1.陳年梅,粒,15.0
海苔皮,張,3.0
2.蛋皮,張,15.0
豆豉小捲罐頭,罐,150.0
辣椒醬,包,20.0
九層塔,湯匙,7.0
1.人蔘鬚,束,20.0
棉繩,條(60公分),0.2
"藥材：
川芎",片,2.0
筍丁,支,75.0
烏蔘,條(約1公斤),1000.0
蠔油,公,1.0
蘆筍,半根,10.0
一口香腸,根,20.0
熱狗麵包,份,50.0
"材料Ａ：
肉粽",個,20.0
七星鱸,尾,400.0
"材料Ｂ：
香菇",朵,20.0
日式油豆腐,塊,75.0
A.雞柳,個,70.0
1.蝦仁,條,10.0
3.餛飩皮,張,15.0
豌豆莢,片,10.0
牛角麵包,個,60.0
豬肉火腿,片,15.0
法式芥末醬,又1/2湯匙,15.0
雞塊,塊,30.0
陳皮,∼4片,2.0
馬鈴薯,大顆,400.0
1.新鮮薰衣草,枝,3.0
3.鯛魚,片,150.0
酸蘿蔔,條,30.0
D.優格鬆餅,片,10.0
"湯底材料：
滷包",包,20.0
"爆香料：
蔥段",支,35.0
米果,∼3小包,30.0
生豆腐皮,張,10.0
大餅,塊,100.0
綠竹筍,個,300.0
辣豆瓣醬,又1/2茶匙,6.0
豬腰只,付,120.0
紅蒲鉾,包,75.0
乾昆布,小片,10.0
墨西哥辣椒醬,數滴,1.0
雞肫,粒,30.0
哈蜜瓜,粒,50.0
1.馬鈴薯,個,200.0
5.生蛋,顆,55.0
話梅,∼6顆,15.0
青青蔥,支,150.0
黃玉米,根,250.0
鹹披薩餅皮,片,50.0
橙皮屑,顆,1.0
柳橙醬汁:柳橙,顆,200.0
彼士裘依蛋糕,片,120.0
麦芽糖,∼2大匙,25.0
年糓條,條,75.0
醬油,大匙肌肉片,15.0
羅勒,∼5片,0.5
蘿蔔,中1條,80.0
麦芽糖,∼4大匙,25.0
麦芽,錢,5.0
芹菜,株(切末),40.0
空心菜,∼4根,25.0
寧波年糓,條,75.0
2.高湯,∼5杯,240.0
麦克雞塊,塊,100.0
高梁酒,又1/2小匙,5.0
鮭魚頭,半顆,300.0
鋁箔碟,個,0.0
雞腳凍滷包,包,600.0
b.牛丼汁,CC,1.0
蹄蒡,個,50.0
飛天麻辣滷汁,鍋,1500.0
籮蔓葉,片,0.5
小龍蝦殼,個,5.0
蠔油,C.C,0.92
萬用魯包,包,75.0
"煮物料：
冷凍水餃",顆,25.0
蒜茸,個,4.0
滷雞腿,支,200.0
巴西里,小朵,15.0
鱈魚,塊,180.0
鱈魚片,片,150.0
燻鮭魚片,片,100.0
月桂葉,∼4片,0.5
蛋白,一粒,33.0
生豆腐皮,片,10.0
蟹腿肉,盒,150.0
B.蔥末,克(約2根),1.0
紫蘇梅,∼4顆,40.0
牛蹄蟹,隻,500.0
1.巧克力派,片,120.0
4.吉利丁片,片,2.5
油鱺魚片,片,100.0
"粉漿：
蛋黃",顆,18.0
熟板麵,片,150.0
小黃瓜,條(切丁),120.0
蛋,個(切丁),55.0
3.柳橙,個,180.0
柳橙皮,個,15.0
乾竹笙,條,30.0
白切雞,隻,1200.0
發泡魷魚,半支,60.0
官印豆干,塊,75.0
小豆干,片,20.0
蒲燒鰻魚,條,120.0
A.乳酪片,片,20.0
1.豬排,片,180.0
2.甜豌豆莢,個,200.0
大閘蟹,隻,500.0
1.牛小排,塊,250.0
2.馬鈴薯,個,200.0
紅棗,-6顆,7.0
薑片,-6片,7.0
雞蓉蘑菇濃湯,罐,350.0
雞粉,?小匙,4.0
家常豆腐,塊,350.0
杏鮑菇,個,60.0
檸檬汁,半顆量,20.0
甘蔗,小段,75.0
脆漿,碗,150.0
橘子瓣,瓣,20.0
羊排,根,100.0
2.三色土司,片,30.0
立基蘋果派,個,120.0
立基紅豆派,個,120.0
立基咖哩派,個,120.0
立基pizza,塊,250.0
立基冷凍綜合小西餅,條,30.0
小紅椒,粒,3.0
新鮮香菇,大朵,40.0
6.蛋糕體,片,70.0
梅子醋凍,個,75.0
4.蛋糓體,片,70.0
百葉豆腐,條,250.0
蒜頭,∼7粒,4.0
水,∼10杯,240.0
鮮魷魚,條,600.0
青蘆筍,根,15.0
Ａ.雞胸肉,片,200.0
Ｂ.紅椒,個,180.0
Ｃ.市售麵粉薄餅,片,50.0
孛薺,粒,7.0
豆胗,條,75.0
蔓越莓馬卡龍餅,個,12.0
玫瑰花,∼5朵,2.0
鯛魚片,尾,150.0
熟香菇,-6朵,30.0
醬油露,+1/2大匙,15.0
1.餛飩皮,張,7.0
辣椒醬,又1/2小匙,6.0
朝天椒,∼5兩,37.5
壼底油精,瓶,100.0
軟麵粉薄烙餅,個,50.0
D.去邊土司,片,30.0
蔥絲,支,25.0
韓式泡菜,小碗,100.0
巧克力蛋糓,吋1個,80.0
肝連,副,200.0
豬里肌,條,400.0
1.里肉,片,75.0
"辛香料：
芹菜",小支,25.0
"蘋果餡：
蘋果",個,180.0
皇宮菜,條,40.0
藥燉湯底,鍋,1500.0
"餡料：
綠豆沙",又1/2斤,600.0
廣式肝腸,條,60.0
墨魚,條,300.0
紅滷水,鍋,1500.0
手扒雞手套,雙,0.0
椰奶飯,碗,180.0
新竹米粉,包,200.0
金線鰱,尾,300.0
韭菜,枝,8.0
石蟳,隻,0.2
小蕃茄,數顆,20.0
泰式酸辣湯罐頭,罐,450.0
A.大腸,條,150.0
A.甜派皮,份,120.0
草莓,盒,300.0
Ａ.雞腿,隻,120.0
市售披薩餅皮,個,200.0
熟雞卷,條,200.0
熟烤餅,張,70.0
"中藥材：
黃耆",錢,3.75
三星青蔥,支,20.0
花枝丸,顆,20.0
"滷味包材料：
八角",粒,3.0
去骨雞腿,片,200.0
檸檬葉,∼5片,0.2
罐頭玉米粒,罐,350.0
紅蕃茄,小顆,50.0
海鱺,片,150.0
鮮百合,∼3顆,12.0
奇異果,∼2顆,85.0
蘆筍,∼5根,15.0
冰塊,∼8顆,25.0
去殼水煮蛋,顆,55.0
2.白飯,碗,180.0
紅腰豆罐頭,罐,380.0
B.龜甲萬薄鹽醬油,CC,1.0
豬皮,張,70.0
炸好的苦瓜,條,250.0
大連魚頭,個,750.0
鮮帶子,粒,25.0
烏仔魚,尾,350.0
A.地瓜粉,碗,200.0
醬瓜汁,CC,1.0
乾百頁皮,張,15.0
細粉,綑,70.0
咖哩塊,格(約40公克),40.0
"蛋皮：
蛋",顆,55.0
烤雞,隻,1200.0
切片吐司麵包,片,28.0
A.豬耳,個,100.0
小黃瓜絲,撮,75.0
紅蘿蔔絲,撮,60.0
櫛瓜,條,250.0
蔬菜高湯,CC,1.0
炸豬排,塊,200.0
綠紫蘇,片,0.5
2.紅蔥頭,顆,15.0
2.青椒,顆,100.0
3.蔥段,支,20.0
5.薑絲,片,10.0
丹麥吐司,片,30.0
紐約克牛排,塊,250.0
醬油膏,∼1/2大匙,19.0
水,∼1/2碗,240.0
羊肉爐冷冷包,包,800.0
1.土司,又1/2片,28.0
碎冰塊,〜3顆,10.0
蕎麥麵,份,90.0
佛跳片,份,80.0
丹麦麵包,片,40.0
三明治火腿片,片,20.0
"材料Ａ：
鮪魚罐頭",罐,150.0
"材料Ｃ：
香菇丁",朵,20.0
雞骨,個,50.0
圓形模型,個,0.0
檸檬汁,c.c,1.0
"裝飾：
栗子丁",個,4.0
Q心麻糬皮,張,20.0
雞三節翅,支,100.0
義大利麵,人份,90.0
蒜蒻結,盒,200.0
海帶芽,公靠,1000.0
麻辣滷汁,C.C,1.0
市售炸魚,尾,200.0
"裝飾：
草莓",顆,20.0
蔥,小段,7.0
魚,隻,400.0
油蔥酥,公克。,1.0
A.蔥,支,20.0
檸檬皮屑,個份,2.0
柳橙汁,粒,0.0
長茄子,根,200.0
板豆腐,片,120.0
香草精,∼2匙,5.0
蛋,六顆,55.0
翡翠娃娃菜,株,200.0
1.春雞,隻,650.0
2.新鮮百里香,∼7枝,1.5
基礎原味瑞士捲,份,80.0
甘蔗,小支,50.0
陳皮,塊,10.0
涼粉塊,塊,120.0
真空包竹筍,顆,200.0
綜合新鮮水果丁,共2大匙,18.0
香菜,杯(含葉),20.0
香油,又1/3大匙,13.0
蛋皮,張,25.0
4.壽司竹簾,張,0.0
香料束,束,40.0
1.海綿蛋糕體,片,40.0
培根碎,片,20.0
竹筒,個,0.0
木瓜,個,500.0
小蘇打,半匙,4.5
蔥香鮪魚可樂餅,個,7.0
冷凍酥皮,張,120.0
鮭魚排,片,200.0
茴香,酌量,0.0
脆酥油條,條,30.0
中捲,個,300.0
湯底A:洋蔥絲,顆,0.0
牛沙朗肉片,盒,150.0
台式泡菜罐頭,罐,400.0
烏賊,尾(約12兩),450.0
巧克力片,片,12.0
"滷包：
白胡椒粒",錢,3.75
去皮的大蒜,顆,5.0
橄欖油,∼120cc,0.92
小紅辣椒,條,10.0
白醋,滴,0.05
A.里肌肉大排骨,片,200.0
山芹菜,根,200.0
滷黑豆干,塊,40.0
芥宿芽,小撮,0.5
"材料Ａ：
武林菜罐頭",罐,350.0
煸肉,片,15.0
"巧克力幕斯：
吉利丁",片,2.5
紫米混搭飯,碗,180.0
冬粉,~3把,40.0
薑片,~9片,7.0
蔴油,~3大匙,14.0
米酒,~3大匙,15.0
"裝飾：
青椒",小片,3.0
"煮物料：
白蘿蔔",根,700.0
高麗菜卷,卷,75.0
Ａ.蒲燒鰻,條,150.0
愛文芒果,顆,250.0
剉冰,份,250.0
五穀混搭飯,碗,180.0
"內餡材料：
黑胡椒牛肉",包,350.0
A.大番茄,顆,200.0
濃縮番茄罐,罐,180.0
罐裝螺肉,罐,350.0
罐裝鯖魚,隻,150.0
"餡料B：
蔥",根,15.0
B.香蕉（切片）,根,110.0
湖南臘南,條,75.0
秋刀魚,隻,150.0
罐頭高湯,CC,1.0
豆荳,粒,0.15
開水,湯匙,15.0
蝦仁,顆,15.0
番茄塊,粒,15.0
"裝飾：
香菜",支,7.0
冷凍蛋餅皮,張,30.0
紅蘿蔔片,根,150.0
青段,支,40.0
燒酒中藥材包,包,75.0
芥末籽醬,湯匙,18.0
牛肉湯滷包,包,80.0
筋餅,張,65.0
小捲,尾,8.0
小黃魚,尾,75.0
滷大腸頭,條,75.0
鴨血,塊,150.0
烤熟香腸,條,75.0
糖,大匙,13.0
1.豬蹄筋,條,75.0
雞腿(去骨),隻,200.0
"材料Ａ：
雞",隻,1500.0
紅色6號食用色素,包,5.0
"辛香料：
檸檬葉",片,0.8
牛蒡,小1/2根,200.0
雞翅腿,根,50.0
韭菜花,株,15.0
石斑魚片,片,75.0
鳳梨,顆,1500.0
糖,許,0.2
橄欖菜,半個,0.0
醬油露,+1/2大匙,7.5
水,+1/2大匙,7.5
酒,+1/2大匙,7.5
貢菜,~3兩,113.4
香菇絲,~4朵,40.0
辣椒絲,隨意,0.0
水,~4大匙,60.0
玉泉花雕酒,cc,0.0
洋梨罐頭,罐,400.0
綜合醬汁,鍋,0.0
香辣雞排,塊,200.0
市售酸梅湯,包,300.0
秋刀魚,條,120.0
麻辣鍋底,罐,500.0
毛肚,盤,0.0
冷凍牛肚心,條,250.0
乾金針,條,10.0
螃蟹,隻約1斤,600.0
傳統板豆腐,塊,350.0
炸鰱魚頭,個,750.0
扇貝,大粒,30.0
鮮奶油,湯匙,15.0
蘋果優酪乳,湯匙,15.0
鮮蝦雲吞,個,20.0
韭黃,條,75.0
藍莓貝果,個,110.0
漏斗,個,0.0
香蕉,又1/2根,195.0
棉花糖,顆,7.0
蔥根,根,25.0
香菜,束,25.0
涼粉,片,50.0
絞肉,碗,0.0
辣椒,適量(約1/4碗),50.0
鹽水,滴,0.0
香茅段,支,30.0
紅辣椒末,條,0.0
日式茄子,顆,120.0
蒜頭,球,65.0
新鮮蘿勒葉,~8片,3.0
八角,粒,1.5
娃娃菜,盒,300.0
白菇,粒,15.0
雞里肌,片,65.0
富士蘋果,個,200.0
青甜椒塊,個,175.0
紅甜椒塊,個,175.0
黃甜椒塊,個,175.0
河粉條,人份,250.0
黑輪卷,個,60.0
紅蘿蔔丁,塊,150.0
白蘿蔔丁,塊,300.0
魚卵卷,根,150.0
沙茶醬汁,鍋,0.0
市售起酥片,片,120.0
人參鬚,錢,3.75
金線蓮,錢,3.75
花型貝果,個,110.0
沙拉,包,200.0
蜜棗,粒,15.0
鯛魚肉片,片,0.1
梅林醬油,瓶,200.0
A1牛排醬,瓶,280.0
山茼蒿,小把,70.0
美奶滋,包,15.0
紫高麗菜,個,1200.0
B.熟火腿片,片,20.0
煮熟的雞胸肉,片,70.0
煎熟的雞蛋,片,20.0
紅蔥頭,小個,90.0
A.肉雞腿,隻,180.0
黃薑飯,碗,180.0
香菇絲,∼8朵,56.0
冰糖,酌量,0.0
韓國辣椒粉,大匙半,10.5
"蛋卷：
蛋",顆,55.0
"醬汁：
豆腐乳",塊,20.0
"內餡：
香蕉",條,110.0
醋梅子,粒,7.0
大蒜碎,粒,4.0
罐頭雪蛤,罐,180.0
青蚵,個,7.0
紫蘇,葉,0.8
橘子,粒,100.0
去骨鱔魚,條,180.0
雞里肌肉,條,30.0
比目魚,尾,300.0
乾尤魚,條,100.0
雞翅小腿,隻,40.0
竹笙,根,300.0
藥燉排骨藥包,份,100.0
A.青蘋果,粒,180.0
D.蛋液,顆,50.0
明膠,個,2.5
魚子醬,罐,150.0
"內餡：
雞蛋",顆,55.0
素蟹肉棒,條,18.0
芥蘭菜,顆,30.0
大雞腿,根,130.0
原味吐司,條,30.0
奇異果丁,顆,15.0
香瓜丁,顆,15.0
柳丁塊,顆,15.0
新鮮香腸,條,80.0
竹串,支,1.0
A.魚頭,個,350.0
B.炸芋頭塊,個,40.0
酸瀏梅肉,顆,7.0
1.南瓜,個,1500.0
牛蒡罐頭,罐,380.0
紅鮕魚,尾,600.0
太白粉,半碗,70.0
B.炸春捲,個,65.0
螃蟹腳,根,100.0
雞肉,條,100.0
台灣小粒白菜,粒,150.0
D.巧克力海綿蛋糕,片,100.0
冷凍牛角麵糰,個,70.0
B.人蔘鬚,支,50.0
蒜頭片,三顆,12.0
蒜頭,顆末,4.0
鳳梨片,約100公克,100.0
辣香腸,片,20.0
火腿丁,碗,150.0
玉米粒,碗,150.0
熱開水,CC,1.0
1.吐司,片,30.0
2.廣東A菜,∼6葉,42.0
檸檬汁,毫克,1.0
迷迭香,小枝,3.0
熟五花肉,條,75.0
陽春麵,人份,120.0
去骨雞胸肉,個,200.0
"高湯材料：
牛骨",根,300.0
茼萵菜,支,40.0
鴨血,半塊,140.0
薑,根,30.0
可麗餅皮,片,15.0
熟大紅豆,量杯,210.0
新鮮迷迭香,根,5.0
C.蛋皮,張,18.0
調味高湯,碗,250.0
水煮蛋,粒,55.0
香菇,小朵,18.0
大蝦,尾,25.0
甜椒,支,200.0
瓜仔肉燥,碗,80.0
鱈魚,一片,120.0
雞精粉,中匙,10.0
牛肚,份,120.0
五花肉,塊(1∼2斤),900.0
刈包,數個,90.0
"滷汁：
醬油",碗,120.0
水約,碗,250.0
"藥材：
紅棗",顆,8.0
活蝦,尾,25.0
煮透米線,包,150.0
1.鮮魚片,片,120.0
4.香菇,朵,18.0
培根肉,片,15.0
鮮魚,一尾,120.0
冬蟲夏草雞調理包,包,10.0
甜豆莢,個,1.5
綜合水果罐頭,罐,450.0
1.棒棒腿,隻,100.0
2.漢堡麵包,個,50.0
肉,片,25.0
3.芭樂,個,1500.0
酸黃瓜,片,15.0
冷凍烏龍麵,人份,220.0
雞胸軟骨,個,10.0
Ａ.清腿肉,隻,250.0
洋蔥,公公克,1.0
去殼扇貝,個,15.0
調味起司片,片,25.0
市售地瓜球,顆,15.0
市售山藥球,顆,15.0
蒸肉粉,小包,10.0
大泡芙,個,3500.0
小黃瓜,條公斤,175.0
蒜泥,-3小匙,5.0
"材料A：
雞腿",隻,200.0
泡發花菇,朵,15.0
全麥吐司,條,450.0
香蕉片,根,135.0
泡菜罐頭,罐,400.0
涮羊肉涮包,包,250.0
B.青椒片,顆,175.0
小胡蘿蔔,條,15.0
味好美自研磨式義大利式香料,約3轉,0.75
蒜末,顆,4.0
B.柳橙汁,CC,1.0
雞肉,塊,75.0
紅蘿蔔麵線,份,90.0
新鮮巴西里,支,2.0
Ｂ.蛤蜊,個,20.0
青甜椒絲,個,175.0
黃甜椒絲,個,175.0
蒜頭,兩瓣,8.0
鮭魚,尾,180.0
酪梨,小顆,125.0
芥菜,顆,300.0
熱白飯,又1/2碗,225.0
草莓,數顆,12.0
海苔豬排,塊,175.0
A.雞柳,條,40.0
芭樂,~8顆,200.0
蕎麥麵,束,90.0
起司脆漿粉,半杯,135.0
檸檬,個,110.0
熟鴨蛋,顆,68.0
紅油涮汁,鍋,0.0
蔥花,棵,15.0
紅透番茄,切片,25.0
膳食高湯,CC,1.0
新鮮蘑菇,顆,15.0
芭樂,個(切末),200.0
萵苣,瓶,0.0
鮪魚生魚片,片,15.0
盒裝香腸,根,65.0
香蒜蜜汁排骨醬,包,100.0
黑胡椒炒牛肉,片,15.0
雞胸排,副,350.0
B.罐頭水蜜桃,顆,65.0
磨菇,粒,15.0
"裝飾：
雪球餅乾",個,15.0
黃豆醬,碗,275.0
小紙杯模型,個,0.0
擠花袋與花嘴,個,0.0
彩色糖片,片,0.5
日式麻糬,塊,40.0
A.香腸,條,65.0
核桃吐司,片,28.0
小排,支,100.0
鱈魚丸子,個,15.0
綠丸子,個,15.0
豬腰,對,400.0
2.紅蘿蔔,片,8.0
新鮮魚類,一尾,450.0
"醬汁：
清水",一匙,15.0
醬油,一匙,15.0
冰糖,一匙,15.0
黑醋,一匙,15.0
香油,一匙,15.0
冷凍草蝦,隻,25.0
法蘭克福香腸,條,70.0
紅蟳,隻,350.0
圓茄片,片,30.0
B. 小黃瓜,條,150.0
薄片比薩餅皮,片,200.0
鮮蝦仁,隻,15.0
鴨肉,隻,2000.0
豆芽菜,包,200.0
中型南瓜,個,1000.0
A. 薑片,片,7.0
韓國人蔘,支,75.0
B. 明蝦,隻,40.0
黃金鯛魚,片,150.0
B. 河粉皮,張,15.0
白麵,包,500.0
下水,副,150.0
泡麵調味粉包,包,8.0
甜豆莢,根,2.0
帶子,顆,20.0
紅小番茄,顆,12.0
黃小番茄,顆,12.0
香料橄欖,顆,4.0
新鮮九層塔,片,0.5
低筋麵粉,又1/2,0.0
傳統炸雞排,塊,200.0
滷蛋,片,25.0
明太子,條,75.0
黑橄欖,湯匙,15.0
雲吞皮,張,2.5
小豆干,塊,40.0
香菜,適量(拌在一起),0.0
紅蘿蔔片、嫩薑片,各6片,7.0
1.鹽、太白粉,各少許,0.0
2.海鮮火鍋高湯粉,小,10.0
"內餡材料：
咖哩雞丁",包,150.0
罐裝原粒番茄,顆,70.0
番薯,條(約1斤),600.0
帶骨大里肌,片,200.0
山芹菜,~75公克,75.0
糖,~4大匙,15.0
蔥段,半把,40.0
鱸魚,尾,500.0
"材料Ａ：
咖哩雞丁",包,150.0
綠竹筍,半隻,150.0
碎番茄,粒,0.0
醋罐,顆,0.0
粉絲條,片,0.0
白醋,碗,180.0
烘烤碗,個,0.0
金針菇,包,150.0
1.越前棒,卷,40.0
海鮮高湯,半碗,90.0
蜆利,粒,15.0
水,又1/10杯,0.0
米酒,小碗,150.0
麻油,小碗,150.0
老薑,大片,15.0
鹹魚,塊,75.0
C.水,CC,1.0
小貢丸,個,15.0
西洋芹,枝,40.0
洋菜,公分,2.0
羊肉爐燴包,包,100.0
水茄,個,200.0
迷迭香貝果,個,120.0
塔皮,數個,0.0
扁魚(大比目魚),塊,150.0
石斑魚,一片,150.0
紅蔥,粒,15.0
梅汁,碗,250.0
細雞蛋麵,人份,100.0
魚板,~4片,60.0
羊排,塊,200.0
素豆腸,條,75.0
黑木耳,幾朵,0.0
粗宜蘭蔥,根,40.0
紅蘿蔔片,根,120.0
九層塔絲,湯匙,4.0
A.火雞胸肉,副,500.0
B.太白粉,水1/2杯,120.0
1.蝦片,片,3.0
熟的青江菜,根,40.0
B.雞湯,c.c,1.0
香蔥,支,15.0
"去腥藥材：
薑",片,4.0
豆豉,粒,0.2
"羊肉爐藥材：
紅棗",粒,7.0
"材料：
羊肉",斤半,900.0
"餡料2：
洋蔥",個,200.0
蟹棒,支,20.0
南瓜醬,量杯,240.0
柳橙丁,顆,200.0
熟鮭魚,尾,200.0
核桃,粒,6.0
培根條,片,15.0
市售雞絲麵,個,100.0
九層塔末,葉,5.0
韓式炸豬排,塊,200.0
紅蘿蔔丁,杯量,240.0
火腿丁,片量,0.0
"豬排材料：
豬排肉",~4片,600.0
"沙拉材料：
生菜",個,400.0
蘑菇,~8粒,120.0
檸檬汁,隨意,0.0
糖心蛋燴包,包,100.0
刺蔘,條,100.0
2.白蘿蔔絲,條,150.0
4.薑,段,30.0
紅甜椒(中型),顆,175.0
"藥材：
甘草",錢,3.75
A.肥腸,條,75.0
熟小卷,尾,50.0
里肌肉,塊,150.0
香茅段,根,30.0
紅辣椒片,小片,5.0
融化的奶油,ｇ,1.0
美乃玆,包,15.0
五花火鍋肉片,片,25.0
融化的奶油,ｇ,1.0
美乃玆,包,15.0
五花火鍋肉片,片,25.0
螉肉塊,塊,150.0
九層塔,兩(75公克),75.0
日式方形麻糬,個,40.0
"藥材：
人蔘",隻,50.0
豌豆夾,個,7.0
榨菜,個,750.0
黑醋,湯匙,15.0
原味基本蛋糓體,份,0.0
蛋,∼6個,55.0
烤好的香腸,條,75.0
芒果,大個,450.0
山苦瓜,個,200.0
市售塔皮,數個,45.0
巧克力片,數片,5.0
派皮小塔,個,45.0
熟蹄膀,個,200.0
"其他材料：
培根",片,18.0
A.雞胸肉,副,400.0
鵝肝,片,75.0
"香料材料：
洋蔥",顆,175.0
丁香,∼20顆,0.5
巴西里莖,束,35.0
百里香,束,20.0
中型茄子,條,300.0
水蜜桃,顆,175.0
A.透抽,隻,0.0
鱈魚肝,罐,150.0
蔓越莓貝果,個,15.0
鮮蚵,包,300.0
1.牛蒡,條,15.0
鮮奶油,個,113.0
紅色小蕃茄,顆,15.0
黃色小蕃茄,顆,15.0
核桃麵包,片,35.0
蒜苗,隻,10.0
薄鹽醬油,一大匙,15.0
人蔘鬚,束,15.0
雞胸,片,75.0
"爆香料：
洋蔥",個,175.0
"盤飾：
洋蔥",顆,175.0
白酒醋,湯匙,15.0
XO醬,又1/2/大匙,18.0
B香蕉餡:香蕉,根,120.0
市售蒲燒鰻,隻,150.0
奶酪,個,100.0
粗蘆筍,條,20.0
水魚翅,碗,0.0
康寶濃湯,包,50.0
烏醋,∼3大匙,15.0
蒜辦,個,5.0
野薑花苞,朵,10.0
B.貝果,個,20.0
厚片土司,塊,50.0
蝦夷蔥,湯匙,15.0
干蔥,湯匙,8.0
螃蟹,支,400.0
章魚花枝漿,個,30.0
咖哩塊,~4塊,25.0
煎熟蛋,片,50.0
蔥段,個,7.0
新鮮老薑汁,g,1.0
鱔魚,條,150.0
檸檬(擠汁),顆,125.0
鮭魚肉,塊,120.0
韭菜,~3棵,30.0
蟹味棒,條,20.0
麥可雞塊,包,150.0
海綿蛋糕,小片,30.0
"裹包材料：
肉桂",小片,3.0
羊義,條,75.0
海帶結,個,7.0
高麗菜苗,顆,15.0
1.熱狗片,條,50.0
去皮葡萄,顆,4.0
冷凍炸大蝦,條,30.0
蝦,~8隻,15.0
咖哩塊,塊,25.0
榨菜罐頭,罐,250.0
乾冬粉,一把,40.0
香油,中匙,9.0
酥炸油條,條,65.0
百靈菇,包,150.0
玉山台灣蔘茸酒,瓶,700.0
A.草蝦,隻,15.0
B.辣椒,條,10.0
檸檬草,支,20.0
A.秋刀魚,條,150.0
米線,包,300.0
洋蔥,約50公克,50.0
油,湯匙,14.0
紅面番鴨,一隻,2000.0
複合中藥材,包,100.0
蛋,~7個,55.0
虱目魚片,片,100.0
五木拉麵純麵煮意(原味),塊,90.0
A.虱目魚片,約150公克,150.0
罐頭水蜜桃,塊,30.0
豬腩,塊,200.0
瓜瓜,顆,100.0
蕎麥口味餅皮,片,15.0
A.去骨土雞腿,支,200.0
B.大蕃茄片,片,20.0
香蒜奶油麵包,片,30.0
起司,片(切丁),20.0
漢堡,個,120.0
熔起司,片,20.0
三色甜椒,各1/4個,175.0
光餅,個,65.0
檸檬皮絲,湯匙,4.0
3.玉米粒罐頭,罐,220.0
A.黨蔘,錢,3.75
B.青木瓜,顆,750.0
蔥段,片,2.0
法式麵包,條,300.0
加味海苔,張,2.0
竹笙,付,80.0
泡麵麻辣醬包,包,20.0
整片陳皮,片,2.0
發好的排翅,片,5.0
A.甜披薩餅皮,片,150.0
白胡椒粒,又1/2茶匙,1.5
瓜子肉醬,罐,150.0
紫蘇葉,〜3片,2.1
京華火腿,片,15.0
肝連肉,付,0.0
嘴邊肉,付,0.0
豬皮,付,0.0
B.紅蘿蔔,根,120.0
冷凍餛飩,顆,20.0
"內餡材料1：
鮑魚丁",公,0.0
破菩子,小瓶,75.0
醬料,：,0.0
瓠干,段,70.0
中芹菜,支約100公克,100.0
蔥,∼4支,60.0
薑,∼4片,12.0
滷肉醬罐頭,罐,150.0
1.小滷包,包,200.0
蕃茄汁鯖魚罐頭,罐,120.0
泡發干貝,顆,5.0
涼粉,捲,1.0
里肌豬排肉,片,150.0
米漿白菜泡菜,葉,20.0
鯛魚排,塊,150.0
新鮮鮑魚,粒,5.0
1.鯛魚,條,400.0
薑汁魷魚,尾,400.0
魚穌,包,100.0
香菇,∼5朵,100.0
4.年糓紙,張,0.5
蘿蔓生菜,棵,300.0
市售滷豬腳,圈,200.0
Ｂ.蕃茄,個,150.0
百合花瓣,片,0.3
蘋果醋,一茶匙,5.0
水,一茶匙,5.0
番茄醬,一茶匙,5.0
罐頭蠑螺,隻,30.0
揚丸,包,300.0
糖醋醬,包,20.0
A.烏龍麵,包,250.0
肉雞腳,隻,40.0
塗抹用乳酪,罐,150.0
3.山奈片,錢,3.75
玉桂,錢,3.75
切邊土司,片,30.0
梅肉片,片,15.0
科學麵,包,90.0
B.臘腸,條,150.0
2.薯條,條,2.0
3.蕃茄,個,150.0
"材料2：
培根",片,15.0
A.辣味泡麵(乾麵),包,90.0
泡麵調味包,份,10.0
泡麵油包,份,10.0
米,又1/2碗,90.0
韮黃,根,8.0
1.百頁,片,75.0
3.大白菜心,半斤,302.39
冷凍熟烏龍麵,份,200.0
速食炒麵,包,100.0
薑片約,片,3.0
大蒜,∼10粒,5.0
辣椒,∼2條,8.0
甘草,∼4片,2.0
什錦丸,包,350.0
蔥片,片,0.8
Ａ.檸檬,顆,120.0
蘿蔓萵苣,片,1.5
豆籢,包,250.0
"裝飾：
芹菜段",支,55.0
紅甜椒,小顆,100.0
黃甜椒,小顆,100.0
青椒,小顆,100.0
王不留行,錢,3.75
市售蛋糕,塊,120.0
吉利丁片,片(2公克),2.0
泰式春捲皮,張,15.0
高麗菜心,棵,300.0
茶碗蒸,個,200.0
蒜末,∼4粒,5.0
